species,name_change,Split_species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Gracupica nigricollis,0,,Gracupica nigricollis,Passeriformes,LC,No,Volant,156.9,26.2,Grassland,Carnivore,Invertivore,20.71,,32.4,20.1,6,7.9,41.7,158.1,41.3,116,95.4,Not threatened
Grafisia torquata,0,,Grafisia torquata,Passeriformes,LC,No,Volant,64,29.4,Woodland,Herbivore,Frugivore,6.22,,20.6,11.5,5.7,5.9,22.4,119.6,35.8,85.7,89,Not threatened
Grallaria albigula,0,,Grallaria albigula,Passeriformes,LC,No,Volant,95,6.1,Forest,Carnivore,Invertivore,-18.53,,24.2,15.5,6.9,8.1,52.8,98.3,6.2,93.3,68.2,Not threatened
Grallaria alleni,0,,Grallaria alleni,Passeriformes,VU,No,Volant,70.5,17.6,Forest,Carnivore,Invertivore,1.07,,25.7,15.6,6.6,7.5,45.7,98,17.2,80.8,42.5,Threatened
Grallaria alticola,0,,Grallaria alticola,Passeriformes,LC,No,Volant,65.7,7.7,Shrubland,Carnivore,Invertivore,5.36,,26,13.8,5.7,6.8,44.4,87.7,7.4,88.8,51.3,Not threatened
Grallaria andicolus,0,,Grallaria andicolus,Passeriformes,LC,No,Volant,56.3,11.8,Forest,Carnivore,Invertivore,-11.17,,21.3,13.6,5.6,6.8,45.5,92.9,10.8,82.2,45.2,Not threatened
Grallaria atuensis,0,,Grallaria atuensis,Passeriformes,LC,No,Volant,65.7,7.7,Shrubland,Carnivore,Invertivore,-7.28,,26,15.1,6.5,7.8,47.8,95.9,7.4,88.8,56,Not threatened
Grallaria bangsi,0,,Grallaria bangsi,Passeriformes,VU,No,Volant,62,8.5,Forest,Carnivore,Invertivore,10.85,,24.6,14.9,6.5,7.8,48,89.3,7.6,82,57,Threatened
Grallaria blakei,0,,Grallaria blakei,Passeriformes,NT,No,Volant,42.3,7.7,Forest,Carnivore,Invertivore,-7.65,,20.9,11.7,5,6,44.1,81.2,6.2,75.1,41.6,Not threatened
Grallaria capitalis,0,,Grallaria capitalis,Passeriformes,LC,No,Volant,73.7,8.6,Forest,Carnivore,Invertivore,-10.31,,23.5,13.8,6.4,8.4,45.5,91.3,8,84.3,50.4,Not threatened
Grallaria carrikeri,0,,Grallaria carrikeri,Passeriformes,LC,No,Volant,109.1,7.1,Forest,Carnivore,Invertivore,-7.18,,25.4,15.9,7.4,10.4,59.2,107.2,7.6,100.1,63.5,Not threatened
Grallaria chthonia,0,,Grallaria chthonia,Passeriformes,CR,No,Volant,94.2,6.7,Forest,Carnivore,Invertivore,7.63,,26.6,16.7,5.9,8.4,42,98.5,6.6,91.9,39,Threatened
Grallaria dignissima,0,,Grallaria dignissima,Passeriformes,LC,No,Volant,110,8.9,Forest,Carnivore,Invertivore,-2.35,,27.8,16.6,8.8,10.7,55.5,100.5,9.2,94.7,32.5,Not threatened
Grallaria eludens,0,,Grallaria eludens,Passeriformes,LC,No,Volant,115,8.7,Forest,Carnivore,Invertivore,-8.13,,29.5,18.3,9.3,11.2,57.6,104.3,9.2,97.2,35.7,Not threatened
Grallaria erythroleuca,0,,Grallaria erythroleuca,Passeriformes,LC,No,Volant,80,6.5,Forest,Carnivore,Invertivore,-12.61,,25.1,13.8,6.8,8,48.8,93.8,6.3,90.9,51.2,Not threatened
Grallaria erythrotis,0,,Grallaria erythrotis,Passeriformes,LC,No,Volant,57,7,Forest,Carnivore,Invertivore,-16.22,,23.2,13.7,5.6,7.4,50,93.1,6.6,87.9,59.6,Not threatened
Grallaria excelsa,0,,Grallaria excelsa,Passeriformes,VU,No,Volant,240.8,10.1,Forest,Carnivore,Invertivore,8.97,,36.9,22.3,9.6,12.7,61,153.9,16.1,143.9,63.1,Threatened
Grallaria fenwickorum,0,,Grallaria fenwickorum,Passeriformes,CR,No,Volant,55.8,7.9,Forest,Carnivore,Invertivore,6.54,IUCN,22.4,13.2,5.3,6.6,44.3,92.6,7.3,85.3,59.4,Threatened
Grallaria flavotincta,0,,Grallaria flavotincta,Passeriformes,LC,No,Volant,63,6.4,Forest,Carnivore,Invertivore,3.34,,25.7,15.1,6.8,8.3,47.5,91.5,5.9,85.6,43,Not threatened
Grallaria gigantea,0,,Grallaria gigantea,Passeriformes,VU,No,Volant,236,9,Forest,Carnivore,Invertivore,-0.16,,39,22.8,10.8,15,65.1,149.3,13.6,134.7,63.9,Threatened
Grallaria griseonucha,0,,Grallaria griseonucha,Passeriformes,LC,No,Volant,44.8,10.6,Forest,Carnivore,Invertivore,8.51,,21,12,5,6.9,45.3,83,8.8,74.3,36.8,Not threatened
Grallaria guatimalensis,0,,Grallaria guatimalensis,Passeriformes,LC,No,Volant,94.2,17.8,Forest,Carnivore,Invertivore,5.39,,30.8,16.1,7,8.9,45.2,105.8,18.1,85.3,43.7,Not threatened
Grallaria haplonota,0,,Grallaria haplonota,Passeriformes,LC,No,Volant,85,12,Forest,Carnivore,Invertivore,0.52,,27.4,15.7,7.1,8.9,44.7,100.7,12.1,88.6,43.3,Not threatened
Grallaria hypoleuca,0,,Grallaria hypoleuca,Passeriformes,LC,No,Volant,73.7,5.2,Forest,Carnivore,Invertivore,0.55,,23.6,14.3,6.4,7.8,45.6,89.5,4.7,84.4,52.2,Not threatened
Grallaria kaestneri,0,,Grallaria kaestneri,Passeriformes,EN,No,Volant,47.5,7.4,Forest,Carnivore,Invertivore,4.46,,22.1,13.3,5.2,6,42.4,82.7,6.1,76.6,51.4,Threatened
Grallaria milleri,0,,Grallaria milleri,Passeriformes,VU,No,Volant,52.5,10.9,Forest,Carnivore,Invertivore,4.67,,20.9,12.9,6.1,6.9,44.3,85.6,9.4,76.9,48.8,Threatened
Grallaria nuchalis,0,,Grallaria nuchalis,Passeriformes,LC,No,Volant,117,4.7,Forest,Carnivore,Invertivore,1.18,,27.9,15.9,7,9.4,57.4,110.4,5.2,106.7,61.7,Not threatened
Grallaria przewalskii,0,,Grallaria przewalskii,Passeriformes,VU,No,Volant,65.2,8.4,Forest,Omnivore,Omnivore,-6.94,,23.4,13.6,5.9,7.4,48.4,92.8,7.8,85.4,55.9,Threatened
Grallaria quitensis,0,,Grallaria quitensis,Passeriformes,LC,No,Volant,65.7,7.7,Shrubland,Carnivore,Invertivore,0.02,,26,15.1,6.5,7.8,47.8,95.9,7.4,88.8,56,Not threatened
Grallaria ridgelyi,0,,Grallaria ridgelyi,Passeriformes,EN,No,Volant,179.5,8.3,Forest,Carnivore,Invertivore,-4.48,,32,20.4,9.2,12.4,68.6,128.3,10.7,117.8,53.6,Threatened
Grallaria ruficapilla,0,,Grallaria ruficapilla,Passeriformes,LC,No,Volant,82.7,5.1,Forest,Carnivore,Invertivore,2.11,,28.7,16.2,6.8,8.2,51.8,97.3,5,94.4,58.1,Not threatened
Grallaria rufocinerea,0,,Grallaria rufocinerea,Passeriformes,VU,No,Volant,44.8,7.3,Forest,Carnivore,Invertivore,3.21,,20.5,12.2,4.9,6.1,43,87.3,6.3,80.4,47.3,Threatened
Grallaria rufula,0,,Grallaria rufula,Passeriformes,LC,No,Volant,35.7,7.8,Forest,Carnivore,Invertivore,-4.15,,23.9,11.4,4.8,5.5,43.1,80.2,6.4,75.2,41.6,Not threatened
Grallaria saltuensis,0,,Grallaria saltuensis,Passeriformes,EN,No,Volant,35.7,7.8,Forest,Carnivore,Invertivore,10.3,,23.9,11.6,4.8,5.2,42.8,78.4,6.4,75.2,43.4,Threatened
Grallaria squamigera,0,,Grallaria squamigera,Passeriformes,LC,No,Volant,136,16,Forest,Carnivore,Invertivore,-5.07,,36.7,20.5,8.2,10.7,57,140.2,22.8,119.8,64,Not threatened
Grallaria varia,0,,Grallaria varia,Passeriformes,LC,No,Volant,119,8.4,Forest,Carnivore,Invertivore,-8.82,,28.5,17.6,8.3,10.4,50.8,119.2,9.8,104.5,48.9,Not threatened
Grallaria watkinsi,0,,Grallaria watkinsi,Passeriformes,NT,No,Volant,69.8,5.9,Woodland,Carnivore,Invertivore,-3.36,,27.1,17.1,6.5,7.9,51.9,90.8,5.2,85,47.9,Not threatened
Grallaricula cucullata,0,,Grallaricula cucullata,Passeriformes,VU,No,Volant,19.3,11.5,Forest,Carnivore,Invertivore,4.24,,14.1,8.7,5,4.9,23.5,66.5,7.6,58.1,32.9,Threatened
Grallaricula cumanensis,0,,Grallaricula cumanensis,Passeriformes,VU,No,Volant,19.8,17.9,Forest,Carnivore,Invertivore,10.25,,16.7,9.5,5.3,5.1,24.4,64.3,11.5,52.8,26.4,Threatened
Grallaricula ferrugineipectus,0,,Grallaricula ferrugineipectus,Passeriformes,LC,No,Volant,17.2,12.5,Forest,Carnivore,Invertivore,8.34,,15.7,9.1,5.3,4.4,21.9,62.9,9.3,65.1,33.4,Not threatened
Grallaricula flavirostris,0,,Grallaricula flavirostris,Passeriformes,NT,No,Volant,17.7,15.9,Forest,Carnivore,Invertivore,-7.15,,18.5,9.2,5.6,4.8,21.6,65.1,10.6,56.3,27.2,Not threatened
Grallaricula leymebambae,0,,Grallaricula leymebambae,Passeriformes,LC,No,Volant,17.2,12.5,Forest,Carnivore,Invertivore,-10.81,,17.4,8.8,4.6,4.5,27.1,73.6,9.3,65.1,39.8,Not threatened
Grallaricula lineifrons,0,,Grallaricula lineifrons,Passeriformes,LC,No,Volant,21.1,10.9,Forest,Carnivore,Invertivore,0.88,,14,8,4.8,4.4,28.1,75.7,8.3,67.7,40.4,Not threatened
Grallaricula loricata,0,,Grallaricula loricata,Passeriformes,NT,No,Volant,20.7,17,Forest,Carnivore,Invertivore,10.33,,15.8,9.1,5.5,4.9,23.6,67.2,11.2,54.8,32,Not threatened
Grallaricula nana,0,,Grallaricula nana,Passeriformes,LC,No,Volant,19.8,10.1,Forest,Carnivore,Invertivore,3.33,,17.1,8.8,4.8,4.5,27.8,67.3,6.8,60.9,35.1,Not threatened
Grallaricula ochraceifrons,0,,Grallaricula ochraceifrons,Passeriformes,EN,No,Volant,23.1,11.5,Forest,Carnivore,Invertivore,-5.59,,17.1,9.6,5.3,5.2,27.4,72.8,8.6,64.2,33.5,Threatened
Grallaricula peruviana,0,,Grallaricula peruviana,Passeriformes,NT,No,Volant,18.8,13.8,Forest,Carnivore,Invertivore,-3,,15.7,9.2,5.3,5.1,25.3,71.3,9.8,61.2,32.1,Not threatened
Grallina bruijnii,0,,Grallina bruijnii,Passeriformes,LC,No,Volant,38.4,15.6,Forest,Carnivore,Aquatic predator,-5.27,,22.1,12.5,4.4,4.4,26.3,104.2,16.2,87.7,75.4,Not threatened
Grallina cyanoleuca,0,,Grallina cyanoleuca,Passeriformes,LC,No,Volant,82.6,26.6,Grassland,Carnivore,Aquatic predator,-25.59,,26.2,15.6,5.7,5.5,41.7,172.1,46.3,127.8,115.5,Not threatened
Graminicola bengalensis,0,,Graminicola bengalensis,Passeriformes,NT,No,Volant,14.6,7.7,Shrubland,Carnivore,Invertivore,26.16,,14.9,8.2,3,4,23.6,56.2,4.3,52,73.8,Not threatened
Graminicola striatus,0,,Graminicola striatus,Passeriformes,NT,No,Volant,14.6,7.7,Shrubland,Carnivore,Invertivore,26.46,,14.9,8.2,3,4,23.6,56.2,4.3,52,73.8,Not threatened
Grammatoptila striata,0,,Grammatoptila striata,Passeriformes,LC,No,Volant,92,9.9,Forest,Omnivore,Invertivore,28.36,,28.7,15.5,7.7,10.7,44.3,146.8,14.4,131.1,135.6,Not threatened
Granatellus francescae,0,,Granatellus francescae,Passeriformes,NT,Yes,Volant,10.8,13.5,Forest,Carnivore,Invertivore,21.56,,12.8,8.6,4.9,4.8,21,65,8.8,56.2,75.9,Not threatened
Granatellus paraensis,0,,Granatellus paraensis,Passeriformes,LC,No,Volant,11.2,13.3,Forest,Carnivore,Invertivore,-6.71,,12.3,7.1,4,4.4,17,53.5,7.2,46.3,52,Not threatened
Granatellus pelzelni,0,,Granatellus pelzelni,Passeriformes,LC,No,Volant,11.2,12.9,Forest,Carnivore,Invertivore,-2.98,,12.3,7.6,4.3,4.5,17.5,54.2,7,47.2,51.4,Not threatened
Granatellus sallaei,0,,Granatellus sallaei,Passeriformes,LC,No,Volant,9.9,13.5,Forest,Carnivore,Invertivore,18.24,,13.3,8.6,3.9,4.7,18.7,59.5,8,51.5,56.2,Not threatened
Granatellus venustus,0,,Granatellus venustus,Passeriformes,LC,No,Volant,10.8,12.2,Forest,Carnivore,Invertivore,19.21,,14.4,8.6,3.8,4.8,19,60.8,7.4,53.3,72.9,Not threatened
Granatina granatina,0,,Granatina granatina,Passeriformes,LC,No,Volant,11.8,14.2,Shrubland,Herbivore,Omnivore,-20.9,,9.6,7.9,5.4,5.6,15.9,55.8,7.9,47.8,65.3,Not threatened
Granatina ianthinogaster,0,,Granatina ianthinogaster,Passeriformes,LC,No,Volant,14.1,12.1,Shrubland,Herbivore,Granivore,2.91,,11.3,8.4,5.7,6.5,15.5,54.2,6.6,47.7,63.4,Not threatened
Grandala coelicolor,0,,Grandala coelicolor,Passeriformes,LC,No,Volant,45.6,42.9,Rock,Omnivore,Invertivore,31.87,,19.3,10.5,3.8,4,29.1,142.4,60.1,80.1,91.4,Not threatened
Grantiella picta,0,,Grantiella picta,Passeriformes,VU,No,Volant,21.5,34.6,Woodland,Herbivore,Omnivore,-33.42,,16.9,8.9,3.4,3.9,17.4,87,29.5,55.9,51.9,Threatened
Graueria vittata,0,,Graueria vittata,Passeriformes,LC,No,Volant,15.5,9.8,Forest,Carnivore,Invertivore,-2.03,,15.7,8.9,3.9,3.5,18.5,61,6,55,59.8,Not threatened
Graydidascalus brachyurus,0,,Graydidascalus brachyurus,Psittaciformes,LC,No,Volant,159,34,Forest,Herbivore,Frugivore,-3.18,,31.4,25.1,15.4,24.9,15.7,137.8,47.5,90.3,50.8,Not threatened
Griseotyrannus aurantioatrocristatus,0,,Griseotyrannus aurantioatrocristatus,Passeriformes,LC,No,Volant,33,20,Woodland,Carnivore,Invertivore,-20.27,,14.6,9.7,6.6,4.7,14.7,91,18.3,72.7,75.8,Not threatened
Grus americana,0,,Grus americana,Gruiformes,EN,No,Volant,5826,42.7,Wetland,Carnivore,Omnivore,53.37,,148.8,77.1,13.1,22,288.8,605.8,258.8,347,208.8,Threatened
Grus antigone,1,,Antigone antigone,Gruiformes,VU,No,Volant,5916.2,37.6,Wetland,Omnivore,Omnivore,15.23,,176.2,88.2,12.9,22,301,597.5,224.5,373,238.2,Threatened
Grus canadensis,1,,Antigone canadensis,Gruiformes,LC,No,Volant,4296.2,43.8,Wetland,Omnivore,Omnivore,60.34,,122.9,67.4,10.2,15.9,216.2,477.8,210,270,175.4,Not threatened
Grus grus,0,,Grus grus,Gruiformes,LC,No,Volant,5500,43,Wetland,Herbivore,Omnivore,56.97,,108.1,58.1,10.7,16.8,234.4,540.6,225.5,300.2,193.4,Not threatened
Grus japonensis,0,,Grus japonensis,Gruiformes,VU,No,Volant,8786,41.1,Wetland,Omnivore,Omnivore,48.03,,161,87.6,11.6,20.8,283.5,616,253.7,362.3,244.5,Threatened
Grus monacha,0,,Grus monacha,Gruiformes,VU,No,Volant,3729.9,43.5,Wetland,Herbivore,Omnivore,54.86,,105.3,56.3,9.9,15.8,211.2,494.8,215.5,279.2,166,Threatened
Grus nigricollis,0,,Grus nigricollis,Gruiformes,NT,No,Volant,6000,40.6,Wetland,Omnivore,Omnivore,33.39,,124.4,67.3,11.7,19.2,239.8,579.2,235.2,344,217,Not threatened
Grus rubicunda,1,,Antigone rubicunda,Gruiformes,LC,No,Volant,6222.8,40.7,Wetland,Herbivore,Omnivore,-22.19,,162.2,87.7,13.8,22.8,280.2,572.5,233,339.5,223.8,Not threatened
Grus vipio,1,,Antigone vipio,Gruiformes,VU,No,Volant,4663,42.5,Wetland,Herbivore,Omnivore,48.27,,152.2,86,11.6,20.8,250.2,538.2,228.8,309.5,193.2,Threatened
Guadalcanaria inexpectata,0,,Guadalcanaria inexpectata,Passeriformes,LC,Yes,Volant,43.3,16.8,Forest,Omnivore,Omnivore,-9.72,,30.2,15.6,3.6,4.7,26.8,101,17.3,85.5,89,Not threatened
Guaruba guarouba,0,,Guaruba guarouba,Psittaciformes,VU,No,Volant,194,36.8,Forest,Herbivore,Frugivore,-4.09,,40.1,34.8,23.5,36.4,18.5,204.7,75.6,127.8,154.8,Threatened
Gubernatrix cristata,0,,Gubernatrix cristata,Passeriformes,EN,No,Volant,47.6,16.9,Woodland,Herbivore,Granivore,-33.42,,17.7,11.5,6.1,10.1,24.5,93.8,16,78.5,95.4,Threatened
Gubernetes yetapa,0,,Gubernetes yetapa,Passeriformes,LC,No,Volant,68.4,26.5,Grassland,Carnivore,Invertivore,-19.85,,26.5,15,9.2,8.2,28.6,125.6,33.2,92.4,248.8,Not threatened
Guira guira,0,,Guira guira,Cuculiformes,LC,No,Volant,141,24.9,Human Modified,Carnivore,Invertivore,-20.34,,30.7,18.9,7.5,11.5,36.4,173.6,43.2,130.5,213.8,Not threatened
Gulosus aristotelis,0,,Gulosus aristotelis,Suliformes,LC,No,Volant,1764.3,33.2,Marine,Carnivore,Aquatic predator,53.36,,66,50.2,10.6,13.1,61.6,262.6,87,174.8,140.2,Not threatened
Guttera edouardi,0,,Guttera edouardi,Galliformes,LC,No,Volant,1149,22.1,Forest,Omnivore,Omnivore,-17.09,,33.7,25.6,12.3,15.2,75.1,275.7,61,214.7,114.8,Not threatened
Guttera plumifera,0,,Guttera plumifera,Galliformes,LC,No,Volant,866,16.6,Forest,Herbivore,Omnivore,1.2,,32.6,22.6,12.9,13.4,76,232.4,37.4,189.3,103.2,Not threatened
Guttera pucherani,0,,Guttera pucherani,Galliformes,LC,No,Volant,1149,19,Forest,Omnivore,Omnivore,-2.28,,32,23.1,15.3,14,73,268.5,51,217.5,136.5,Not threatened
Guttera verreauxi,0,,Guttera verreauxi,Galliformes,LC,No,Volant,1149,12.1,Forest,Omnivore,Omnivore,0.87,,38.8,23.3,13.8,14.4,78.9,271.4,33.1,241.4,116.7,Not threatened
Guyramemua affinis,0,,Guyramemua affinis,Passeriformes,NT,No,Volant,22.8,21.4,Shrubland,Carnivore,Invertivore,-14.86,,14.3,8.1,5.4,4.2,20.2,81.1,17.4,63.7,70.8,Not threatened
Gygis alba,0,,Gygis alba,Charadriiformes,LC,Yes,Volant,117,67.2,Marine,Carnivore,Aquatic predator,-5.58,,49.7,31.2,4.3,7.1,13.8,251.8,169.2,82.5,103.8,Not threatened
Gygis microrhyncha,0,,Gygis microrhyncha,Charadriiformes,LC,Yes,Volant,117,63.8,Marine,Carnivore,Aquatic predator,-5.63,IUCN,39,24.4,3.1,5.4,10.4,215,137.2,77.8,76.8,Not threatened
Gymnobucco bonapartei,0,,Gymnobucco bonapartei,Piciformes,LC,No,Volant,63,15.2,Forest,Omnivore,Frugivore,-0.3,,18.2,12.2,8.6,9.1,19.1,78.9,12.3,68.5,44.7,Not threatened
Gymnobucco calvus,0,,Gymnobucco calvus,Piciformes,LC,No,Volant,54.5,17.5,Forest,Herbivore,Frugivore,3.39,,20.7,14.5,8.7,10.5,20.6,89.7,15.4,72.6,53.9,Not threatened
Gymnobucco cinereiceps,0,,Gymnobucco cinereiceps,Piciformes,LC,No,Volant,63,15.7,Forest,Omnivore,Frugivore,-0.67,,20.6,14.8,9.2,11.4,22.7,92.5,14.8,79.5,54.3,Not threatened
Gymnobucco peli,0,,Gymnobucco peli,Piciformes,LC,No,Volant,52,19,Forest,Omnivore,Frugivore,2.85,,18.7,13.2,8.6,9.7,18.5,81.2,15.4,65.6,48.2,Not threatened
Gymnobucco sladeni,0,,Gymnobucco sladeni,Piciformes,LC,No,Volant,45,16.7,Forest,Omnivore,Frugivore,-0.38,,20.1,14.9,8.2,10.3,20,87,14.5,72.5,46,Not threatened
Gymnobucco vernayi,0,,Gymnobucco vernayi,Piciformes,VU,No,Volant,54.5,18.7,Forest,Herbivore,Frugivore,-12.47,,21.2,14.3,8,9.8,21.5,90.6,16.8,73.2,54.4,Threatened
Gymnocichla nudiceps,0,,Gymnocichla nudiceps,Passeriformes,LC,No,Volant,30.5,8.6,Forest,Carnivore,Invertivore,10.03,,20.5,12.7,5.2,5.3,29.3,75.2,6.5,68.9,58.1,Not threatened
Gymnocrex plumbeiventris,0,,Gymnocrex plumbeiventris,Gruiformes,LC,No,Volant,288,23.6,Forest,Carnivore,Invertivore,-5.2,,49.4,27,4.8,9.3,58.1,192.2,45.5,146.8,71,Not threatened
Gymnocrex rosenbergii,0,,Gymnocrex rosenbergii,Gruiformes,VU,Yes,Volant,288,23.6,Forest,Carnivore,Invertivore,0.36,,46,26.6,4.4,8.8,71.6,186,43.6,142.4,70,Threatened
Gymnocrex talaudensis,0,,Gymnocrex talaudensis,Gruiformes,EN,Yes,Volant,288,23.6,Wetland,Carnivore,Omnivore,4.28,IUCN,53.8,36.7,5.5,11,63.9,152,45.5,146.8,50.9,Threatened
Gymnoderus foetidus,0,,Gymnoderus foetidus,Passeriformes,LC,No,Volant,275.5,20.5,Forest,Herbivore,Frugivore,-6.85,,29.3,16.6,9.5,8.8,31.9,201.4,42.1,164,121.7,Not threatened
Gymnogyps californianus,0,,Gymnogyps californianus,Cathartiformes,CR,No,Volant,8442.7,41.1,Shrubland,Scavenger,Scavenger,35.94,,96.5,65.3,33.2,39,115.8,788,323.5,464.5,350.8,Threatened
Gymnomystax mexicanus,0,,Gymnomystax mexicanus,Passeriformes,LC,No,Volant,98,20.7,Forest,Omnivore,Omnivore,1.5,,32.4,20.6,6.7,9.8,33.2,125.2,25.8,98.5,105,Not threatened
Gymnomyza aubryana,0,,Gymnomyza aubryana,Passeriformes,CR,Yes,Volant,195.1,17.9,Forest,Omnivore,Omnivore,-21.47,,49.9,26,6.1,10.1,50.8,175.2,31,144.2,179.1,Threatened
Gymnomyza brunneirostris,0,,Gymnomyza brunneirostris,Passeriformes,LC,Yes,Volant,87.8,18.1,Forest,Omnivore,Omnivore,-17.83,,39.4,19,5.2,6.2,37.8,123,22.6,100.4,119.5,Not threatened
Gymnomyza samoensis,0,,Gymnomyza samoensis,Passeriformes,EN,Yes,Volant,99,18,Forest,Herbivore,Omnivore,-13.73,,41.9,23.3,5.3,7,39.3,135.8,25,113.3,131,Threatened
Gymnomyza viridis,0,,Gymnomyza viridis,Passeriformes,LC,Yes,Volant,87.8,20.2,Forest,Omnivore,Omnivore,-16.62,,41.4,22.2,4.6,5.2,34.2,116.5,23.6,92.8,106,Not threatened
Gymnophaps albertisii,0,,Gymnophaps albertisii,Columbiformes,LC,No,Volant,259,37.5,Forest,Herbivore,Frugivore,-4.89,,23.1,10.7,4.8,5.7,24.6,200.2,75,125.2,148.2,Not threatened
Gymnophaps mada,0,,Gymnophaps mada,Columbiformes,LC,Yes,Volant,334,32.8,Forest,Herbivore,Frugivore,-3.47,,26.6,11.7,5.1,5.4,27,216.5,71,145.5,164.5,Not threatened
Gymnophaps solomonensis,0,,Gymnophaps solomonensis,Columbiformes,LC,Yes,Volant,335,34.5,Forest,Herbivore,Frugivore,-7.86,,25.1,12.2,6.2,6.8,28.3,215,74,141.1,159.5,Not threatened
Gymnophaps stalkeri,0,,Gymnophaps stalkeri,Columbiformes,LC,Yes,Volant,334,33.3,Forest,Herbivore,Frugivore,-3.2,,25.9,11.6,7.1,4.5,25.8,202,67.2,134.8,146,Not threatened
Gymnopithys bicolor,0,,Gymnopithys bicolor,Passeriformes,LC,No,Volant,31.1,9.4,Forest,Carnivore,Invertivore,8.17,,18.5,11.9,5.1,4.9,27.6,75.3,7,67.7,46.6,Not threatened
Gymnopithys leucaspis,0,,Gymnopithys leucaspis,Passeriformes,LC,No,Volant,27.2,10.8,Forest,Carnivore,Invertivore,-2.03,,18.5,11.8,4.6,4.9,26.2,72,8,65.5,43.4,Not threatened
Gymnopithys rufigula,0,,Gymnopithys rufigula,Passeriformes,LC,No,Volant,29.1,11.2,Forest,Carnivore,Invertivore,2.53,,20.4,12.7,4.9,5,26.8,75.3,8.5,67.5,47.9,Not threatened
Gymnorhina tibicen,0,,Gymnorhina tibicen,Passeriformes,LC,No,Volant,284.9,40.7,Woodland,Carnivore,Invertivore,-26.45,,54.7,35.8,11.9,15.8,56.2,256.6,108.3,157.9,137.2,Not threatened
Gymnorhinus cyanocephalus,0,,Gymnorhinus cyanocephalus,Passeriformes,VU,No,Volant,104.8,26.6,Forest,Omnivore,Omnivore,39.05,,37.9,23.8,8.3,8.8,37.7,147.8,39.2,107.8,106.2,Threatened
Gymnoris dentata,0,,Gymnoris dentata,Passeriformes,LC,No,Volant,18.4,25.7,Desert,Herbivore,Granivore,11.24,,13.5,8.7,5.1,6.7,16.7,78.4,20.1,57.9,49.6,Not threatened
Gymnoris pyrgita,0,,Gymnoris pyrgita,Passeriformes,LC,No,Volant,24.1,22.3,Grassland,Herbivore,Omnivore,6.34,,14,9.6,6.7,7.3,18.6,86.4,19.4,66.9,60.9,Not threatened
Gymnoris superciliaris,0,,Gymnoris superciliaris,Passeriformes,LC,No,Volant,24,25.1,Woodland,Herbivore,Omnivore,-15.57,,14.2,9.6,5.2,6.3,19.4,89.5,22.7,66.9,59.8,Not threatened
Gymnoris xanthocollis,0,,Gymnoris xanthocollis,Passeriformes,LC,No,Volant,18.1,28.5,Forest,Herbivore,Granivore,24.89,,13.9,9.7,5.8,6.2,16.9,80.1,22.6,56.9,52.5,Not threatened
Gypaetus barbatus,0,,Gypaetus barbatus,Accipitriformes,NT,No,Volant,5695,49.5,Rock,Scavenger,Scavenger,34.75,,78.2,46.6,20.8,28.1,103.6,760.6,370.2,378,468,Not threatened
Gypohierax angolensis,0,,Gypohierax angolensis,Accipitriformes,LC,No,Volant,1600,30,Forest,Herbivore,Frugivore,-1.17,,57.5,41,14.1,23.3,77.3,419,127.3,296.6,196.8,Not threatened
Gyps africanus,0,,Gyps africanus,Accipitriformes,CR,No,Volant,5433,39.2,Shrubland,Scavenger,Scavenger,-2.52,,61.3,44,20.5,30.5,95.7,578.4,225,349.2,224.6,Threatened
Gyps bengalensis,0,,Gyps bengalensis,Accipitriformes,CR,No,Volant,4385,38.8,Grassland,Scavenger,Scavenger,23.99,,64.6,47.4,22.7,32.5,99.1,551.6,214,337.8,213.8,Threatened
Gyps coprotheres,0,,Gyps coprotheres,Accipitriformes,VU,No,Volant,8177,37.5,Grassland,Scavenger,Scavenger,-27.31,,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,269.4,Threatened
Gyps fulvus,0,,Gyps fulvus,Accipitriformes,LC,No,Volant,7436,39.2,Grassland,Scavenger,Scavenger,36.3,,78.8,50.5,23.8,33.8,109.9,687.2,267.5,415.8,291.2,Not threatened
Gyps himalayensis,0,,Gyps himalayensis,Accipitriformes,NT,No,Volant,9798,35.5,Rock,Scavenger,Scavenger,34.8,,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,339,Not threatened
Gyps indicus,0,,Gyps indicus,Accipitriformes,CR,No,Volant,5515,38.3,Grassland,Scavenger,Scavenger,23.08,,71.3,44.6,20.5,29.7,99.7,585.6,223,360,235.2,Threatened
Gyps rueppelli,0,,Gyps rueppelli,Accipitriformes,CR,No,Volant,7400,37.6,Grassland,Scavenger,Scavenger,9.89,,77.9,51.5,23,32.5,105.7,627.8,236,391.8,235.8,Threatened
Gyps tenuirostris,0,,Gyps tenuirostris,Accipitriformes,CR,No,Volant,5515,37.2,Woodland,Scavenger,Scavenger,24.18,,75.6,49,20,29.1,104.1,592.2,220.5,371.8,217.2,Threatened
