species,name_change,Split_species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Chloropipo flavicapilla,0,,Chloropipo flavicapilla,Passeriformes,VU,No,Volant,17.8,18.9,Forest,Herbivore,Frugivore,2.7,,11.2,6,3.8,3.8,16.1,76.3,14.8,63.5,49.8,Threatened
Chloropipo unicolor,0,,Chloropipo unicolor,Passeriformes,LC,No,Volant,15.5,19.1,Forest,Herbivore,Frugivore,-7.41,,13.6,6.7,3.7,3.6,14.9,72.2,13.8,58.2,46.3,Not threatened
Chloropsis aurifrons,0,,Chloropsis aurifrons,Passeriformes,LC,No,Volant,32.3,20,Forest,Omnivore,Omnivore,19.89,,23.7,14.9,4,5,19.8,94.4,18.7,75,69.8,Not threatened
Chloropsis cochinchinensis,0,,Chloropsis cochinchinensis,Passeriformes,EN,No,Volant,24.5,17.4,Forest,Omnivore,Omnivore,-7.42,,20.8,12.3,4.6,5.4,17.9,80.2,14.2,67.2,63,Threatened
Chloropsis cyanopogon,0,,Chloropsis cyanopogon,Passeriformes,NT,No,Volant,22,17.8,Forest,Omnivore,Omnivore,1.18,,18.7,12.8,4.2,5,18.9,81.9,14.9,68.1,63,Not threatened
Chloropsis flavipennis,0,,Chloropsis flavipennis,Passeriformes,VU,Yes,Volant,35.4,14.3,Forest,Omnivore,Omnivore,8.33,,22.9,14.4,5,5.7,18.3,90.7,13,77.7,74.7,Threatened
Chloropsis hardwickii,0,,Chloropsis hardwickii,Passeriformes,LC,No,Volant,32.3,19.5,Shrubland,Omnivore,Omnivore,23.17,,24.7,14.9,4.6,5.4,17.6,93.6,18.1,74.7,71.4,Not threatened
Chloropsis jerdoni,0,,Chloropsis jerdoni,Passeriformes,LC,No,Volant,24.5,15.4,Forest,Omnivore,Omnivore,19.07,,22,13.1,4.4,5,18.8,84.6,13,71.3,72.8,Not threatened
Chloropsis kinabaluensis,0,,Chloropsis kinabaluensis,Passeriformes,LC,No,Volant,24.5,19,Forest,Omnivore,Omnivore,2.87,,20.9,12.4,4.8,6.1,19.9,92,17.1,72.7,71.6,Not threatened
Chloropsis lazulina,0,,Chloropsis lazulina,Passeriformes,LC,No,Volant,32.3,19.5,Shrubland,Omnivore,Omnivore,23.67,,24.7,14.9,4.6,5.4,17.6,93.6,18.1,74.7,71.4,Not threatened
Chloropsis media,0,,Chloropsis media,Passeriformes,EN,No,Volant,32.3,19.4,Forest,Omnivore,Omnivore,1.36,,20.8,12.5,3.8,5.3,18.6,88.5,17.2,71.3,72,Threatened
Chloropsis moluccensis,0,,Chloropsis moluccensis,Passeriformes,LC,No,Volant,24.5,15.1,Forest,Omnivore,Omnivore,10.52,,19.3,11.5,3.6,4.8,17.4,79.9,12.1,67.8,71,Not threatened
Chloropsis palawanensis,0,,Chloropsis palawanensis,Passeriformes,LC,No,Volant,30.3,13.3,Forest,Omnivore,Omnivore,9.94,,21.6,13.4,4.4,5.6,19.5,87,11.4,74.8,63.4,Not threatened
Chloropsis sonnerati,0,,Chloropsis sonnerati,Passeriformes,EN,No,Volant,45.8,21,Forest,Omnivore,Omnivore,0.88,,24.7,16.6,5,6.4,21.2,100.6,21.1,79.6,71,Threatened
Chloropsis venusta,0,,Chloropsis venusta,Passeriformes,NT,No,Volant,22,14.7,Forest,Omnivore,Omnivore,0.78,,16,11.6,3.3,4.3,16,70.2,10.3,60,52.2,Not threatened
Chlorornis riefferii,0,,Chlorornis riefferii,Passeriformes,LC,No,Volant,53,18.2,Forest,Omnivore,Frugivore,-4.43,,20.4,11.1,6.7,9.2,29.3,106.9,19.4,87.1,87.2,Not threatened
Chlorospingus canigularis,0,,Chlorospingus canigularis,Passeriformes,LC,No,Volant,18,19.8,Forest,Omnivore,Frugivore,-1.81,,14.5,7.7,4.1,5.1,18.9,69.2,13.9,56.5,55.6,Not threatened
Chlorospingus flavigularis,0,,Chlorospingus flavigularis,Passeriformes,LC,No,Volant,25.6,17.8,Forest,Herbivore,Frugivore,-4.38,,16.5,9.3,5.1,6.1,21.3,79.3,14.1,65.2,61.6,Not threatened
Chlorospingus flavopectus,0,,Chlorospingus flavopectus,Passeriformes,LC,No,Volant,20,15.6,Forest,Carnivore,Invertivore,1.43,,14.7,8.2,4.8,5.5,21.4,67.3,10.3,55.8,63.8,Not threatened
Chlorospingus hypophaeus,0,,Chlorospingus hypophaeus,Passeriformes,LC,No,Volant,25.6,17.8,Forest,Herbivore,Frugivore,8.8,,16.5,9.3,5.1,6.1,21.3,79.3,14.1,65.2,61.6,Not threatened
Chlorospingus inornatus,0,,Chlorospingus inornatus,Passeriformes,LC,No,Volant,28,15.2,Forest,Omnivore,Frugivore,7.75,,16.4,9.8,5.8,7,26.5,76.9,11.8,65.2,59,Not threatened
Chlorospingus parvirostris,0,,Chlorospingus parvirostris,Passeriformes,LC,No,Volant,24,16.6,Forest,Carnivore,Invertivore,-6.27,,16,8.8,5.1,5.7,22,71.5,11.8,59.6,58.9,Not threatened
Chlorospingus pileatus,0,,Chlorospingus pileatus,Passeriformes,LC,No,Volant,21,14.5,Forest,Omnivore,Omnivore,9.46,,12.9,8.5,4.8,5.6,21.2,65,9.4,55.6,58.8,Not threatened
Chlorospingus semifuscus,0,,Chlorospingus semifuscus,Passeriformes,LC,No,Volant,19,15.3,Forest,Omnivore,Invertivore,2.27,,14.5,8.6,4.8,6,22.3,69.2,10.7,58.6,54.2,Not threatened
Chlorospingus tacarcunae,0,,Chlorospingus tacarcunae,Passeriformes,LC,No,Volant,18.9,16.2,Forest,Carnivore,Invertivore,8.82,,13.9,8.5,4.4,5.5,19.9,63.9,10.4,53.5,52.6,Not threatened
Chlorostilbon assimilis,0,,Chlorostilbon assimilis,Caprimulgiformes,LC,No,Volant,2.6,66.3,Forest,Herbivore,Nectarivore,8.44,,16.4,12.2,1.7,1.5,2.5,44.8,29.7,15.1,28.8,Not threatened
Chlorostilbon auriceps,0,,Chlorostilbon auriceps,Caprimulgiformes,LC,No,Volant,2.6,68.6,Shrubland,Herbivore,Nectarivore,19.6,,16.2,11.9,1.4,1.7,3,43.2,29.6,13.6,35.1,Not threatened
Chlorostilbon canivetii,0,,Chlorostilbon canivetii,Caprimulgiformes,LC,No,Volant,2.6,67.2,Forest,Herbivore,Nectarivore,16.98,,15.4,12.8,1.9,1.8,3.3,46.8,31,15.2,29.2,Not threatened
Chlorostilbon forficatus,0,,Chlorostilbon forficatus,Caprimulgiformes,LC,No,Volant,2.6,70.3,Forest,Herbivore,Nectarivore,20.44,,16.8,12.9,1.6,1.7,4.2,47.2,33.2,14,37.8,Not threatened
Chlorostilbon gibsoni,0,,Chlorostilbon gibsoni,Caprimulgiformes,LC,No,Volant,2.6,66.9,Woodland,Herbivore,Nectarivore,8.72,,19.2,13.6,1.9,1.5,5,49.4,31.2,15.5,28.1,Not threatened
Chlorostilbon lucidus,0,,Chlorostilbon lucidus,Caprimulgiformes,LC,No,Volant,3.5,62.3,Shrubland,Herbivore,Nectarivore,-19.91,,16.9,14.8,2.5,1.9,3.5,49.6,28.6,17.3,27.8,Not threatened
Chlorostilbon maugaeus,0,,Chlorostilbon maugaeus,Caprimulgiformes,LC,Yes,Volant,3.1,63.8,Forest,Herbivore,Nectarivore,18.23,,17.4,13.9,1.8,1.8,4.3,46,29.4,16.7,27.8,Not threatened
Chlorostilbon mellisugus,0,,Chlorostilbon mellisugus,Caprimulgiformes,LC,No,Volant,2.6,67.1,Forest,Herbivore,Nectarivore,-2.51,,16.3,14.6,2.2,1.9,3.9,45.2,30.6,15,26.7,Not threatened
Chlorostilbon notatus,0,,Chlorostilbon notatus,Caprimulgiformes,LC,No,Volant,4.2,67,Forest,Herbivore,Nectarivore,-1.6,,19.4,14.8,1.8,1.9,4.3,48,32.1,15.8,30,Not threatened
Chlorostilbon olivaresi,0,,Chlorostilbon olivaresi,Caprimulgiformes,LC,No,Volant,3.7,64.9,Shrubland,Herbivore,Nectarivore,0.06,,22.2,19,1.4,4.7,4.7,46.7,30.3,16.4,29,Not threatened
Chlorostilbon poortmani,0,,Chlorostilbon poortmani,Caprimulgiformes,LC,No,Volant,3.3,66.7,Forest,Herbivore,Nectarivore,7.22,,16.9,12.9,1.5,1.3,4.1,41.2,27.5,13.7,22.2,Not threatened
Chlorostilbon ricordii,0,,Chlorostilbon ricordii,Caprimulgiformes,LC,Yes,Volant,3.2,68.3,Forest,Herbivore,Nectarivore,21.85,,19.5,15.7,1.8,1.8,5.2,53,35.5,16.5,45,Not threatened
Chlorostilbon russatus,0,,Chlorostilbon russatus,Caprimulgiformes,LC,No,Volant,3.4,65.3,Forest,Herbivore,Nectarivore,10.62,,17.8,13.7,1.7,1.4,4,43.5,28.4,15.1,24.8,Not threatened
Chlorostilbon stenurus,0,,Chlorostilbon stenurus,Caprimulgiformes,LC,No,Volant,3.4,65.7,Forest,Herbivore,Nectarivore,9.4,,19.2,14.8,1.8,1.4,4,42.2,27.7,14.5,24,Not threatened
Chlorostilbon swainsonii,0,,Chlorostilbon swainsonii,Caprimulgiformes,LC,Yes,Volant,4.3,65.7,Forest,Herbivore,Nectarivore,18.91,,20.1,15.6,2,1.8,4.6,54.6,35.9,18.7,39.8,Not threatened
Chondestes grammacus,0,,Chondestes grammacus,Passeriformes,LC,No,Volant,29,28.8,Shrubland,Herbivore,Granivore,38.78,,15.1,9.7,5.1,7.1,20.1,85.5,24.7,60.9,64.3,Not threatened
Chondrohierax uncinatus,0,,Chondrohierax uncinatus,Accipitriformes,LC,No,Volant,286.1,21,Forest,Carnivore,Invertivore,-2.71,,36.2,27,12.4,18.4,33.6,285.3,59.8,224.2,197.6,Not threatened
Chondrohierax wilsonii,0,,Chondrohierax wilsonii,Accipitriformes,CR,Yes,Volant,286.1,26,Forest,Carnivore,Invertivore,20.47,,38.4,30.4,11.8,20.6,23,244,63.5,180.5,185,Threatened
Chordeiles acutipennis,0,,Chordeiles acutipennis,Caprimulgiformes,LC,No,Volant,48.4,55.1,Shrubland,Carnivore,Invertivore,3.21,,8.5,4.2,3.5,2.4,11.7,164.8,92.5,75,100.6,Not threatened
Chordeiles gundlachii,0,,Chordeiles gundlachii,Caprimulgiformes,LC,No,Volant,50,61,Shrubland,Carnivore,Invertivore,20.54,,10.3,3.9,3.3,2.6,12.4,171.2,104,66.5,91.2,Not threatened
Chordeiles minor,0,,Chordeiles minor,Caprimulgiformes,LC,No,Volant,79.3,60.7,Grassland,Carnivore,Invertivore,45.23,,12.7,6.1,3.3,2.7,16.7,192.8,118.7,76.6,104,Not threatened
Chordeiles nacunda,0,,Chordeiles nacunda,Caprimulgiformes,LC,No,Volant,159,47.9,Grassland,Carnivore,Invertivore,-9.61,,19.7,8.9,5.4,4,23.8,238.2,113.4,123.6,123.6,Not threatened
Chordeiles pusillus,0,,Chordeiles pusillus,Caprimulgiformes,LC,No,Volant,30.6,41.1,Grassland,Carnivore,Invertivore,-9.13,,8.7,3.4,1.8,2.4,10.3,125.2,51.1,73.4,68.4,Not threatened
Chordeiles rupestris,0,,Chordeiles rupestris,Caprimulgiformes,LC,No,Volant,52.3,54.8,Riverine,Carnivore,Invertivore,-3.2,,12.7,5,3.9,3.1,12.8,164.5,90.3,74.2,88.2,Not threatened
Chrysococcyx caprius,0,,Chrysococcyx caprius,Cuculiformes,LC,No,Volant,32.8,38.5,Shrubland,Carnivore,Invertivore,-2.97,,18.3,11.6,6,5.2,18.3,113.4,43.6,69.6,79.6,Not threatened
Chrysococcyx cupreus,0,,Chrysococcyx cupreus,Cuculiformes,LC,No,Volant,37.7,37.9,Forest,Carnivore,Invertivore,-2.08,,19.8,11.9,5.5,5.3,15.8,105.7,39.4,64.8,90.6,Not threatened
Chrysococcyx flavigularis,0,,Chrysococcyx flavigularis,Cuculiformes,LC,No,Volant,29.2,28.2,Forest,Carnivore,Invertivore,1.12,,17.2,11.6,6.2,4.7,14.3,91.5,25.8,65.7,61.8,Not threatened
Chrysococcyx klaas,0,,Chrysococcyx klaas,Cuculiformes,LC,No,Volant,27.4,35.3,Shrubland,Carnivore,Invertivore,-2.44,,18.4,10.8,5.8,4.6,16.1,99.2,34.8,63.8,72.4,Not threatened
Chrysococcyx maculatus,0,,Chrysococcyx maculatus,Cuculiformes,LC,No,Volant,27.4,44.3,Forest,Carnivore,Invertivore,24.16,,16.9,11.3,5.3,5,14.4,106.6,47.1,59.1,64.2,Not threatened
Chrysococcyx xanthorhynchus,0,,Chrysococcyx xanthorhynchus,Cuculiformes,LC,No,Volant,22.4,41,Forest,Carnivore,Invertivore,8.64,,19.3,13,5.5,5.1,14.9,100.4,41,59,68.6,Not threatened
Chrysocolaptes erythrocephalus,0,,Chrysocolaptes erythrocephalus,Piciformes,EN,No,Volant,142,21.2,Woodland,Carnivore,Invertivore,9.94,,44.9,33.3,10.2,10.8,27.5,146.9,31.1,115.8,81,Threatened
Chrysocolaptes festivus,0,,Chrysocolaptes festivus,Piciformes,LC,No,Volant,213,26.1,Woodland,Carnivore,Invertivore,19.25,,51.1,38.4,9.8,10.6,28.5,152.6,39.9,112.9,80,Not threatened
Chrysocolaptes guttacristatus,0,,Chrysocolaptes guttacristatus,Piciformes,LC,No,Volant,166,22.3,Woodland,Carnivore,Invertivore,17.65,,52.4,39.4,11.3,12,30,165.6,36.9,128.7,90.1,Not threatened
Chrysocolaptes haematribon,0,,Chrysocolaptes haematribon,Piciformes,LC,Yes,Volant,130,21.8,Woodland,Carnivore,Invertivore,15.89,,42.6,32,9.9,10.2,28.1,142.8,31.1,111.8,82.9,Not threatened
Chrysocolaptes lucidus,0,,Chrysocolaptes lucidus,Piciformes,LC,No,Volant,142,19.9,Woodland,Carnivore,Invertivore,8.38,,45.1,34.5,10.5,10.9,29.4,153,30.4,122.6,90.9,Not threatened
Chrysocolaptes stricklandi,0,,Chrysocolaptes stricklandi,Piciformes,LC,No,Volant,138,19.9,Woodland,Carnivore,Invertivore,7.62,,42.8,32.9,10.2,10.7,29.7,144.8,28.8,116,76.2,Not threatened
Chrysocolaptes strictus,0,,Chrysocolaptes strictus,Piciformes,VU,No,Volant,142,22,Woodland,Carnivore,Invertivore,-8.15,,43,32,10,9.8,26,139.5,30.7,108.8,75.4,Threatened
Chrysocolaptes validus,0,,Chrysocolaptes validus,Piciformes,LC,No,Volant,149,16.1,Forest,Carnivore,Invertivore,0.62,,45.6,35.8,10.6,10.9,28.7,153.4,24.9,129.1,85.4,Not threatened
Chrysocolaptes xanthocephalus,0,,Chrysocolaptes xanthocephalus,Piciformes,EN,Yes,Volant,142,21.6,Woodland,Carnivore,Invertivore,10.79,,39.8,28.2,9.2,10.3,25.5,146,31.7,115,82.7,Threatened
Chrysocorypha delatrii,0,,Chrysocorypha delatrii,Passeriformes,LC,No,Volant,18,15.6,Forest,Omnivore,Invertivore,7.16,,15.2,9.8,4.9,5.9,19.2,71.4,11,59.2,58.1,Not threatened
Chrysocorythus estherae,0,,Chrysocorythus estherae,Passeriformes,LC,No,Volant,12,23.1,Grassland,Herbivore,Omnivore,-0.3,,11.2,7.1,5.4,7.3,14.8,67,15.5,51.5,54,Not threatened
Chrysocorythus mindanensis,0,,Chrysocorythus mindanensis,Passeriformes,NT,Yes,Volant,12,23.1,Grassland,Herbivore,Omnivore,7.7,,11.2,7.1,5.4,7.3,14.8,67,15.5,51.5,54,Not threatened
Chrysoena luteovirens,0,,Chrysoena luteovirens,Columbiformes,LC,Yes,Volant,46.6,22.4,Forest,Herbivore,Frugivore,-17.83,,16.1,7.2,3.5,3.8,21.6,117,26.3,91,61,Not threatened
Chrysoena victor,0,,Chrysoena victor,Columbiformes,LC,Yes,Volant,46.6,25.5,Woodland,Herbivore,Frugivore,-16.62,,16.2,7.1,3.4,3.7,21.7,116.8,30,87.8,59.2,Not threatened
Chrysoena viridis,0,,Chrysoena viridis,Columbiformes,NT,Yes,Volant,46.6,19.9,Forest,Herbivore,Frugivore,-19.04,,16.3,6.9,3.4,3.8,22.6,114.8,22.8,91.9,49,Not threatened
Chrysolampis mosquitus,0,,Chrysolampis mosquitus,Caprimulgiformes,LC,No,Volant,3.9,68,Forest,Herbivore,Nectarivore,-6.06,,20.3,13.4,1.8,1.7,3.6,53.9,36.5,17.1,32,Not threatened
Chrysolophus amherstiae,0,,Chrysolophus amherstiae,Galliformes,LC,No,Volant,732.5,17.3,Forest,Omnivore,Omnivore,27.2,,31.1,16.5,9.6,9.9,73,204,35.4,168.5,399.1,Not threatened
Chrysolophus pictus,0,,Chrysolophus pictus,Galliformes,LC,No,Volant,555.2,21.2,Forest,Herbivore,Herbivore terrestrial,29.7,,30.6,14.5,8.9,9.6,68.7,177.2,37.8,140.2,505.4,Not threatened
Chrysominla strigula,0,,Chrysominla strigula,Passeriformes,LC,No,Volant,19.2,14.1,Forest,Carnivore,Invertivore,25.22,,14.4,6.8,3.5,4,24.6,66.7,9.4,57.4,69.2,Not threatened
Chrysomma altirostre,0,,Chrysomma altirostre,Passeriformes,VU,No,Volant,20,9.5,Shrubland,Carnivore,Invertivore,26.06,,12.2,7.4,3.8,5.6,24.9,60,5.7,54.1,90.8,Threatened
Chrysomma sinense,0,,Chrysomma sinense,Passeriformes,LC,No,Volant,17.2,9.6,Shrubland,Carnivore,Invertivore,22.44,,13.8,8.7,3.7,5.3,25.3,65.1,6.3,58.8,81.8,Not threatened
Chrysomus icterocephalus,0,,Chrysomus icterocephalus,Passeriformes,LC,No,Volant,30.7,17.6,Wetland,Omnivore,Granivore,4.36,,20,14,5.1,7,27.4,85.6,14.8,69.9,68.8,Not threatened
Chrysomus ruficapillus,0,,Chrysomus ruficapillus,Passeriformes,LC,No,Volant,32,19.7,Wetland,Omnivore,Granivore,-20.18,,19.9,12.7,5.1,7.4,25.8,89.6,17.6,72,66.4,Not threatened
Chrysophlegma flavinucha,0,,Chrysophlegma flavinucha,Piciformes,LC,No,Volant,176.8,20.9,Forest,Carnivore,Invertivore,19.8,,36.5,26,9.5,9,26.2,155,32.5,121.8,112.9,Not threatened
Chrysophlegma humii,0,,Chrysophlegma humii,Piciformes,NT,No,Volant,99.7,16.1,Forest,Carnivore,Invertivore,1.63,,33.9,24.2,8.4,8.6,23.6,130.9,21,110,91.5,Not threatened
Chrysophlegma mentale,0,,Chrysophlegma mentale,Piciformes,NT,No,Volant,99.7,25,Forest,Carnivore,Invertivore,-7.53,,33.1,24.3,8.8,8.6,24.2,142.8,35.8,107,106.5,Not threatened
Chrysophlegma miniaceum,0,,Chrysophlegma miniaceum,Piciformes,LC,No,Volant,97.3,18,Forest,Carnivore,Invertivore,1.34,,29.9,20.4,8.5,8.4,22.7,121.2,22,100,71.4,Not threatened
Chrysothlypis chrysomelas,0,,Chrysothlypis chrysomelas,Passeriformes,LC,No,Volant,13,21.2,Forest,Omnivore,Frugivore,9.09,,15,9.6,3.5,4.1,16.3,61.5,13.1,48.4,43,Not threatened
Chrysothlypis salmoni,0,,Chrysothlypis salmoni,Passeriformes,LC,No,Volant,12.5,17.5,Human Modified,Omnivore,Frugivore,4.53,,14.7,9.6,3.9,4.5,16.1,63.4,11.2,52.2,45.8,Not threatened
Chunga burmeisteri,0,,Chunga burmeisteri,Cariamiformes,LC,No,Volant,1298,10.7,Woodland,Carnivore,Invertivore,-25.38,,59.2,29.4,14.1,16.1,144,300.3,32.1,268.2,305.7,Not threatened
Ciccaba albitarsis,0,,Ciccaba albitarsis,Strigiformes,LC,No,Volant,307.5,33.3,Forest,Carnivore,Omnivore,-3.71,,32.1,15.9,9.5,15.5,48.7,263.6,88,176.4,143.4,Not threatened
Ciccaba huhula,0,,Ciccaba huhula,Strigiformes,LC,No,Volant,370,28,Forest,Carnivore,Invertivore,-6.08,,36.1,17.9,9,15.3,44.6,249.5,69.7,179.8,148.5,Not threatened
Ciccaba nigrolineata,0,,Ciccaba nigrolineata,Strigiformes,LC,No,Volant,457.9,28.5,Forest,Carnivore,Invertivore,11.59,,36.6,18.4,9,16,47.4,255,72.4,182.6,165.2,Not threatened
Ciccaba virgata,0,,Ciccaba virgata,Strigiformes,LC,No,Volant,284,20.8,Forest,Carnivore,Vertivore,-2.47,,33,17.2,9,16.1,40.6,240.6,50.3,190.3,149.1,Not threatened
Cichladusa arquata,0,,Cichladusa arquata,Passeriformes,LC,No,Volant,34.2,11.9,Shrubland,Carnivore,Invertivore,-11.38,,20.1,11.8,4.4,5,26.2,87,10.5,77.3,89,Not threatened
Cichladusa guttata,0,,Cichladusa guttata,Passeriformes,LC,No,Volant,23.1,11.6,Shrubland,Carnivore,Invertivore,1.56,,19.1,10.3,3.9,4.3,25.8,84.4,9.8,74.7,82.7,Not threatened
Cichladusa ruficauda,0,,Cichladusa ruficauda,Passeriformes,LC,No,Volant,28.5,13.1,Shrubland,Omnivore,Invertivore,-7.94,,17.9,10.1,4.1,4.9,24.9,85.7,11.2,74.4,80.4,Not threatened
Cichlocolaptes holti,0,,Cichlocolaptes holti,Passeriformes,LC,No,Volant,50,15.7,Forest,Carnivore,Invertivore,-24.42,,29.1,16.2,4.7,6,22,85.5,12.7,70.2,77.7,Not threatened
Cichlocolaptes leucophrus,0,,Cichlocolaptes leucophrus,Passeriformes,LC,No,Volant,50,19.9,Forest,Carnivore,Invertivore,-19.34,,29.1,18.1,5.2,7.1,23.5,101.3,21,80.9,87.1,Not threatened
Cichlopsis chubbi,0,,Cichlopsis chubbi,Passeriformes,NT,No,Volant,53.8,27.9,Forest,Carnivore,Invertivore,1.42,,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,100.4,Not threatened
Cichlopsis gularis,0,,Cichlopsis gularis,Passeriformes,NT,No,Volant,53.8,27.9,Forest,Carnivore,Invertivore,5.42,,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,100.4,Not threatened
Cichlopsis leucogenys,0,,Cichlopsis leucogenys,Passeriformes,EN,No,Volant,53.8,27.9,Forest,Carnivore,Invertivore,-17.88,,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,100.4,Threatened
Cichlopsis peruviana,0,,Cichlopsis peruviana,Passeriformes,NT,No,Volant,53.8,27.9,Forest,Carnivore,Invertivore,-9.92,,18.3,10.6,4.8,5.1,22.7,105.4,29.4,76.1,100.4,Not threatened
Cicinnurus magnificus,0,,Cicinnurus magnificus,Passeriformes,LC,No,Volant,89.8,14.9,Forest,Omnivore,Omnivore,-5.25,,28,19.3,7.7,7.4,32,113.1,16.8,95.9,44.2,Not threatened
Cicinnurus regius,0,,Cicinnurus regius,Passeriformes,LC,No,Volant,51.6,7.6,Forest,Omnivore,Omnivore,-4.61,,26.3,14.4,5.2,5.8,28,102.6,7.8,94.8,37.3,Not threatened
Cicinnurus respublica,0,,Cicinnurus respublica,Passeriformes,NT,No,Volant,58.4,15.7,Forest,Omnivore,Omnivore,-0.31,,23.9,14.6,4.9,5.7,27.4,95.6,15,80.6,35,Not threatened
Ciconia abdimii,0,,Ciconia abdimii,Ciconiiformes,LC,No,Volant,1398,44.6,Grassland,Carnivore,Invertivore,12.48,,108,82.2,15.4,24,113,416.5,185.8,230.8,163,Not threatened
Ciconia boyciana,0,,Ciconia boyciana,Ciconiiformes,EN,No,Volant,4847.7,44.6,Wetland,Carnivore,Aquatic predator,47.77,,225.2,180.5,24,38.8,254.5,602.4,268.2,332.2,228,Threatened
Ciconia ciconia,0,,Ciconia ciconia,Ciconiiformes,LC,No,Volant,3445.8,45.9,Grassland,Carnivore,Omnivore,44.94,,189.1,153.4,23.5,33.1,217.2,565.6,260.2,306.8,249.8,Not threatened
Ciconia episcopus,0,,Ciconia episcopus,Ciconiiformes,NT,No,Volant,2061,38,Wetland,Carnivore,Aquatic predator,17.45,,149.4,123.8,18.1,27.3,155.3,456.2,174,284,169.3,Not threatened
Ciconia maguari,0,,Ciconia maguari,Ciconiiformes,LC,No,Volant,3995,43.1,Grassland,Carnivore,Aquatic predator,-18.01,,248.5,182.3,26.6,35.4,258.2,576.5,248.2,328.2,254.5,Not threatened
Ciconia microscelis,0,,Ciconia microscelis,Ciconiiformes,LC,No,Volant,2061,38,Wetland,Carnivore,Aquatic predator,-1.38,,152.8,118.8,16.7,28.2,161.9,480.5,182.6,297.9,193,Not threatened
Ciconia nigra,0,,Ciconia nigra,Ciconiiformes,LC,No,Volant,2926,43.1,Woodland,Carnivore,Aquatic predator,42.16,,184.5,145.7,16.6,27.4,192.6,529.5,228.3,300.2,235.6,Not threatened
Ciconia stormi,0,,Ciconia stormi,Ciconiiformes,EN,No,Volant,2061,28.8,Wetland,Carnivore,Aquatic predator,0.31,,141.4,107.9,17.1,28.4,133.8,387.5,111.5,276,172.2,Threatened
Cinclidium frontale,0,,Cinclidium frontale,Passeriformes,LC,No,Volant,25.4,12.4,Forest,Carnivore,Invertivore,22.24,,16,8.8,3.5,4,35.3,82.4,10.2,72.1,86.5,Not threatened
Cinclocerthia gutturalis,0,,Cinclocerthia gutturalis,Passeriformes,LC,Yes,Volant,69.2,16,Forest,Carnivore,Invertivore,14.38,,41.4,27.6,5.1,6.4,30.4,103.1,16.5,86.8,89.4,Not threatened
Cinclocerthia ruficauda,0,,Cinclocerthia ruficauda,Passeriformes,LC,Yes,Volant,55,18.8,Forest,Carnivore,Invertivore,15.45,,34.8,22.9,5,5.9,28.5,98,18.4,79.3,81.2,Not threatened
Cinclodes albidiventris,0,,Cinclodes albidiventris,Passeriformes,LC,No,Volant,30,22.2,Grassland,Carnivore,Aquatic predator,1.53,,18.5,10.9,3.2,3.8,28.3,97.4,21.7,75.5,72.4,Not threatened
Cinclodes albiventris,0,,Cinclodes albiventris,Passeriformes,LC,No,Volant,30,21.3,Grassland,Carnivore,Aquatic predator,-17.11,,17.9,11.7,3,3.9,26.5,94.2,20,73.9,71.4,Not threatened
Cinclodes antarcticus,0,,Cinclodes antarcticus,Passeriformes,NT,Yes,Volant,63.2,27.7,Coastal,Carnivore,Invertivore,-51.74,,23.4,13.1,3.6,4.6,26.1,108.5,29.9,78.1,80,Not threatened
Cinclodes aricomae,0,,Cinclodes aricomae,Passeriformes,CR,No,Volant,50,21.4,Forest,Carnivore,Invertivore,-13.47,,27,17.5,4.2,5.6,29.5,110.1,24.2,86.9,81,Threatened
Cinclodes atacamensis,0,,Cinclodes atacamensis,Passeriformes,LC,No,Volant,53,23,Grassland,Carnivore,Invertivore,-21.05,,25.8,16.5,3.7,4.8,31.3,110.4,25.8,86.2,84.6,Not threatened
Cinclodes comechingonus,0,,Cinclodes comechingonus,Passeriformes,LC,No,Volant,28.3,23.8,Grassland,Carnivore,Invertivore,-31.66,,16.5,11.2,3,3.7,23.4,88.1,21,67.2,71,Not threatened
Cinclodes excelsior,0,,Cinclodes excelsior,Passeriformes,LC,No,Volant,64,22,Grassland,Carnivore,Omnivore,0.17,,26.2,18.5,4.7,5.7,32.2,112.7,24.9,87.8,86.9,Not threatened
Cinclodes fuscus,0,,Cinclodes fuscus,Passeriformes,LC,No,Volant,30,27.2,Grassland,Carnivore,Aquatic predator,-43.29,,18.5,11.7,3.1,3.9,25,97.2,26.6,71,72.1,Not threatened
Cinclodes maculirostris,0,,Cinclodes maculirostris,Passeriformes,NT,No,Volant,63.2,25.2,Coastal,Carnivore,Invertivore,-55.11,,23.4,12,4,5.1,28.3,114.4,28.9,85.6,80,Not threatened
Cinclodes nigrofumosus,0,,Cinclodes nigrofumosus,Passeriformes,LC,No,Volant,65,21.2,Rock,Carnivore,Aquatic predator,-29.71,,27.5,16.9,4.4,5.5,31.5,114.6,24.3,90.2,88,Not threatened
